Timestamp		Force Z		Comments
0   			-0.49   		   		
5   			0.50   		   		
11   			-1.94   		   		
17   			-1.76   		   		
23   			-1.65   		   		
28   			-0.72   		   		
34   			-1.84   		   		
40   			-1.20   		   		
45   			-1.26   		   		
51   			-0.62   		   		
57   			-0.39   		   		
63   			-0.76   		   		
68   			-1.10   		   		
74   			-1.92   		   		
80   			-1.34   		   		
85   			-1.51   		   		
91   			-1.80   		   		
97   			-0.70   		   		
103   			-1.28   		   		
108   			-0.64   		   		
114   			-0.64   		   		
120   			-0.99   		   		
126   			-2.03   		   		
131   			-1.10   		   		
137   			-2.32   		   		
143   			-2.73   		   		
148   			-1.01   		   		
154   			-0.55   		   		
160   			-1.24   		   		
166   			-1.76   		   		
171   			-1.07   		   		
177   			-1.10   		   		
183   			-1.45   		   		
189   			-0.99   		   		
194   			-0.70   		   		
200   			-1.22   		   		
206   			-2.17   		   		
211   			-1.13   		   		
217   			-0.60   		   		
223   			-1.30   		   		
229   			-0.55   		   		
234   			-0.84   		   		
240   			0.03   		   		
246   			-0.84   		   		
252   			-1.30   		   		
257   			-0.26   		   		
263   			-0.29   		   		
269   			-1.28   		   		
274   			-0.41   		   		
280   			0.05   		   		
286   			0.05   		   		
292   			-0.31   		   		
297   			-0.14   		   		
303   			-0.08   		   		
309   			-1.36   		   		
315   			-1.18   		   		
320   			-0.68   		   		
326   			-1.14   		   		
332   			-1.32   		   		
337   			-1.43   		   		
343   			-0.62   		   		
349   			-0.35   		   		
355   			-0.81   		   		
360   			-1.51   		   		
366   			-1.22   		   		
372   			-0.93   		   		
378   			-0.84   		   		
383   			-1.59   		   		
389   			-1.18   		   		
395   			-0.66   		   		
400   			-0.60   		   		
406   			-1.47   		   		
412   			-0.60   		   		
418   			-0.66   		   		
423   			-0.66   		   		
429   			-0.55   		   		
435   			-1.39   		   		
441   			0.58   		   		
446   			-0.70   		   		
452   			-0.70   		   		
458   			-1.45   		   		
463   			-1.16   		   		
469   			-0.58   		   		
475   			-1.86   		   		
481   			-1.86   		   		
486   			-1.51   		   		
492   			-0.81   		   		
498   			-1.34   		   		
504   			-1.28   		   		
509   			-0.81   		   		
515   			-1.45   		   		
521   			-0.43   		   		
526   			-1.01   		   		
532   			-1.53   		   		
538   			-1.01   		   		
544   			0.03   		   		
549   			-1.24   		   		
555   			-1.59   		   		
561   			-1.07   		   		
567   			-1.65   		   		
572   			-1.88   		   		
578   			-0.70   		   		
584   			-1.39   		   		
589   			-2.27   		   		
595   			-2.15   		   		
601   			-1.45   		   		
607   			-0.81   		   		
612   			-1.80   		   		
618   			-1.16   		   		
624   			-1.05   		   		
630   			-2.03   		   		
635   			-1.36   		   		
641   			-0.78   		   		
647   			-0.78   		   		
652   			-0.60   		   		
658   			-1.01   		   		
664   			-0.74   		   		
670   			-0.39   		   		
675   			-0.62   		   		
681   			-0.45   		   		
687   			-0.33   		   		
693   			-0.12   		   		
698   			-1.16   		   		
704   			-1.51   		   		
710   			-0.99   		   		
715   			-0.53   		   		
721   			-1.53   		   		
727   			-1.36   		   		
733   			-0.49   		   		
738   			-1.13   		   		
744   			-1.18   		   		
750   			-0.49   		   		
756   			-1.07   		   		
761   			-0.26   		   		
767   			-0.60   		   		
773   			-1.36   		   		
778   			-0.70   		   		
784   			0.40   		   		
790   			-0.18   		   		
796   			-1.10   		   		
801   			0.29   		   		
807   			-0.89   		   		
813   			-0.84   		   		
819   			-1.36   		   		
824   			-1.82   		   		
830   			-1.36   		   		
836   			-0.93   		   		
841   			-0.99   		   		
847   			-1.57   		   		
853   			-0.81   		   		
859   			-0.53   		   		
864   			-0.93   		   		
870   			-1.39   		   		
876   			-0.64   		   		
882   			-1.86   		   		
887   			-0.35   		   		
893   			-0.64   		   		
899   			-0.99   		   		
904   			-0.53   		   		
910   			-0.18   		   		
916   			-0.35   		   		
922   			-0.57   		   		
927   			-0.97   		   		
933   			-0.51   		   		
939   			-0.97   		   		
945   			-1.67   		   		
950   			-1.16   		   		
956   			-1.45   		   		
962   			-0.24   		   		
967   			-0.58   		   		
973   			-0.24   		   		
979   			-0.33   		   		
985   			-0.68   		   		
990   			-0.79   		   		
996   			0.02   		   		
1002   			-0.74   		   		
1008   			-0.89   		   		
1013   			-0.72   		   		
1019   			-0.49   		   		
1025   			-1.42   		   		
1030   			-1.01   		   		
1036   			0.00   		   		
1042   			-0.35   		   		
1048   			-1.10   		   		
1053   			-1.39   		   		
1059   			-1.34   		   		
1065   			-1.13   		   		
1070   			-0.66   		   		
1076   			-0.72   		   		
1082   			-1.01   		   		
1088   			-1.01   		   		
1093   			-0.93   		   		
1099   			-1.22   		   		
1105   			-1.28   		   		
1111   			-1.22   		   		
1116   			-0.29   		   		
1122   			-1.34   		   		
1128   			-3.31   		   		
1133   			-1.22   		   		
1139   			-1.10   		   		
1145   			0.29   		   		
1151   			-0.55   		   		
1156   			-1.24   		   		
1162   			-0.55   		   		
1168   			-0.14   		   		
1174   			-0.72   		   		
1179   			-1.03   		   		
1185   			-0.39   		   		
1191   			-1.67   		   		
1196   			-1.44   		   		
1202   			-0.74   		   		
1208   			-1.74   		   		
1214   			-1.68   		   		
1219   			-1.86   		   		
1225   			-1.05   		   		
1231   			-0.87   		   		
1237   			-1.16   		   		
1242   			-2.03   		   		
1248   			-1.10   		   		
1254   			-1.10   		   		
1259   			-1.86   		   		
1265   			-0.97   		   		
1271   			-1.49   		   		
1277   			-0.62   		   		
1282   			-1.20   		   		
1288   			-0.91   		   		
1294   			-1.57   		   		
1300   			-1.28   		   		
1305   			-1.63   		   		
1311   			-1.16   		   		
1317   			-0.53   		   		
1322   			-0.58   		   		
1328   			-0.12   		   		
1334   			-0.64   		   		
1340   			-1.16   		   		
1345   			-1.57   		   		
1351   			-1.55   		   		
1357   			-0.86   		   		
1363   			-1.15   		   		
1368   			-0.28   		   		
1374   			-0.51   		   		
1380   			-1.18   		   		
1385   			-0.60   		   		
1391   			-0.55   		   		
1397   			-0.26   		   		
1403   			-0.49   		   		
1408   			-1.72   		   		
1414   			-0.79   		   		
1420   			-0.85   		   		
1426   			-1.84   		   		
1431   			-1.20   		   		
1437   			-1.10   		   		
1443   			-1.05   		   		
1448   			-1.63   		   		
1454   			-0.99   		   		
1460   			-1.22   		   		
1466   			-1.05   		   		
1471   			-0.87   		   		
1477   			-1.28   		   		
1483   			-1.51   		   		
1489   			-1.10   		   		
1494   			-1.18   		   		
1500   			-1.42   		   		
1506   			-1.47   		   		
1511   			-1.71   		   		
1517   			-1.65   		   		
1523   			-1.65   		   		
1529   			-1.24   		   		
1534   			-1.76   		   		
1540   			-0.95   		   		
1546   			-0.66   		   		
1552   			-0.93   		   		
1557   			0.23   		   		
1563   			0.17   		   		
1569   			-0.18   		   		
1574   			-0.70   		   		
1580   			-0.78   		   		
1586   			-0.14   		   		
1592   			-0.72   		   		
1597   			-1.01   		   		
1603   			-0.84   		   		
1609   			-2.03   		   		
1615   			-1.74   		   		
1620   			-1.28   		   		
1626   			-1.45   		   		
1632   			-0.93   		   		
1637   			-0.43   		   		
1643   			-1.01   		   		
1649   			-1.65   		   		
1655   			-2.11   		   		
1660   			-1.36   		   		
1666   			-0.60   		   		
1672   			-1.47   		   		
1678   			-1.42   		   		
1683   			-1.13   		   		
1689   			-0.66   		   		
1695   			-0.95   		   		
1700   			-1.07   		   		
1706   			-0.78   		   		
1712   			-0.55   		   		
1718   			-1.07   		   		
1723   			-1.20   		   		
1729   			-0.16   		   		
1735   			-0.91   		   		
1741   			-1.20   		   		
1746   			-0.91   		   		
1752   			-1.90   		   		
1758   			-1.38   		   		
1763   			-1.44   		   		
1769   			-1.38   		   		
1775   			-1.55   		   		
1781   			-0.53   		   		
1786   			-1.39   		   		
1792   			0.05   		   		
1798   			-2.50   		   		
1803   			-0.70   		   		
1809   			-1.65   		   		
1815   			-0.78   		   		
1821   			-1.82   		   		
1826   			-1.65   		   		
1832   			-1.94   		   		
1838   			-1.65   		   		
1844   			-0.95   		   		
1849   			-0.78   		   		
1855   			-0.37   		   		
1861   			-2.29   		   		
1866   			-0.45   		   		
1872   			-0.21   		   		
1878   			-0.45   		   		
1884   			0.02   		   		
1889   			-0.04   		   		
1895   			-0.24   		   		
1901   			0.98   		   		
1907   			0.29   		   		
1912   			-0.58   		   		
1918   			-0.70   		   		
1924   			-0.49   		   		
1929   			-0.55   		   		
1935   			0.21   		   		
1941   			-0.31   		   		
1947   			0.55   		   		
1952   			0.00   		   		
1958   			-0.87   		   		
1964   			-0.06   		   		
1970   			-0.06   		   		
1975   			-0.18   		   		
1981   			0.11   		   		
1987   			-0.41   		   		
1992   			-0.53   		   		
1998   			0.05   		   		
2004   			0.34   		   		
2010   			-0.60   		   		
2015   			0.15   		   		
2021   			0.21   		   		
2027   			-1.13   		   		
2033   			-0.55   		   		
2038   			-0.20   		   		
2044   			-0.55   		   		
2050   			-0.14   		   		
2055   			-0.84   		   		
2061   			-0.89   		   		
2067   			-0.76   		   		
2073   			-0.58   		   		
2078   			-1.05   		   		
2084   			-0.87   		   		
2090   			-0.76   		   		
2096   			-1.34   		   		
2101   			-0.65   		   		
2107   			-1.17   		   		
2113   			-0.70   		   		
2118   			-1.57   		   		
2124   			-0.95   		   		
2130   			-0.84   		   		
2136   			-0.14   		   		
2141   			-0.89   		   		
2147   			-1.36   		   		
2153   			-1.53   		   		
2159   			-0.78   		   		
2164   			-1.01   		   		
2170   			-0.78   		   		
2176   			-1.13   		   		
2181   			-0.99   		   		
2187   			-0.76   		   		
2193   			-2.15   		   		
2199   			-1.28   		   		
2204   			-0.87   		   		
2210   			-0.93   		   		
2216   			-1.39   		   		
2222   			-0.99   		   		
2227   			-0.81   		   		
2233   			-1.16   		   		
2239   			-0.37   		   		
2244   			-1.82   		   		
2250   			-1.24   		   		
2256   			-2.69   		   		
2262   			-1.88   		   		
2267   			-1.43   		   		
2273   			-1.37   		   		
2279   			-1.20   		   		
2285   			-1.32   		   		
2290   			-1.78   		   		
2296   			-1.82   		   		
2302   			-1.76   		   		
2307   			-1.01   		   		
2313   			-0.89   		   		
2319   			-0.66   		   		
2325   			-1.18   		   		
2330   			-1.07   		   		
2336   			-1.47   		   		
2342   			-4.03   		   		
2347   			-1.59   		   		
2353   			-1.74   		   		
2359   			-1.51   		   		
2365   			-1.45   		   		
2370   			-1.80   		   		
2376   			-1.86   		   		
2382   			-1.63   		   		
2388   			-0.53   		   		
2393   			-1.34   		   		
2399   			-1.16   		   		
2405   			-2.73   		   		
2410   			-0.95   		   		
2416   			-0.60   		   		
2422   			-1.18   		   		
2428   			-1.13   		   		
2433   			-0.89   		   		
2439   			-0.62   		   		
2445   			-1.03   		   		
2451   			-1.03   		   		
2456   			-0.97   		   		
2462   			-1.49   		   		
2468   			-2.65   		   		
2473   			-1.49   		   		
2479   			-1.20   		   		
2485   			-0.97   		   		
2491   			-0.21   		   		
2496   			-0.14   		   		
2502   			-1.07   		   		
2508   			-0.89   		   		
2514   			-0.72   		   		
2519   			-1.24   		   		
2525   			-1.13   		   		
2531   			-2.93   		   		
2536   			-0.95   		   		
2542   			-1.65   		   		
2548   			-0.49   		   		
2554   			-0.93   		   		
2559   			0.17   		   		
2565   			-0.35   		   		
2571   			-0.18   		   		
2577   			-1.28   		   		
2582   			-1.76   		   		
2588   			-1.01   		   		
2594   			-1.82   		   		
2599   			-1.36   		   		
2605   			-0.43   		   		
2611   			-0.93   		   		
2617   			-1.45   		   		
2622   			-0.70   		   		
2628   			-0.76   		   		
2634   			-1.28   		   		
2640   			-0.78   		   		
2645   			-0.72   		   		
2651   			-0.43   		   		
2657   			-0.84   		   		
2662   			-0.72   		   		
2668   			-0.93   		   		
2674   			-1.05   		   		
2680   			-0.58   		   		
2685   			0.11   		   		
2691   			0.75   		   		
2697   			0.25   		   		
2703   			0.36   		   		
2708   			-0.79   		   		
2714   			-0.50   		   		
2720   			-0.91   		   		
2725   			-0.26   		   		
2731   			-0.60   		   		
2737   			-1.53   		   		
2743   			-0.78   		   		
2748   			-1.30   		   		
2754   			-2.15   		   		
2760   			-1.80   		   		
2766   			-1.34   		   		
2771   			-0.87   		   		
2777   			-0.53   		   		
2783   			-0.87   		   		
2788   			-1.22   		   		
2794   			-0.87   		   		
2800   			-0.81   		   		
2806   			-0.93   		   		
2811   			-1.13   		   		
2817   			-0.95   		   		
2823   			-1.88   		   		
2829   			-1.24   		   		
2834   			-1.18   		   		
2840   			-1.65   		   		
2846   			-1.59   		   		
2851   			-1.47   		   		
2857   			-0.60   		   		
2863   			-1.30   		   		
2869   			-1.07   		   		
2874   			-2.40   		   		
2880   			-1.47   		   		
2886   			-1.01   		   		
2892   			-1.24   		   		
2897   			-1.13   		   		
2903   			-1.65   		   		
2909   			-1.47   		   		
2914   			-1.59   		   		
2920   			-2.11   		   		
2926   			-1.63   		   		
2932   			-1.28   		   		
2937   			-1.45   		   		
2943   			-2.03   		   		
2949   			-1.97   		   		
2955   			-1.57   		   		
2960   			-0.81   		   		
2966   			-1.92   		   		
2972   			-1.39   		   		
2977   			-1.05   		   		
2983   			-0.93   		   		
2989   			-0.70   		   		
2995   			-1.97   		   		
3000   			-0.87   		   		
3006   			-1.57   		   		
3012   			-0.95   		   		
3018   			-1.82   		   		
3023   			-1.53   		   		
3029   			-2.34   		   		
3035   			-2.34   		   		
3040   			-1.88   		   		
3046   			-2.17   		   		
3052   			-1.65   		   		
3058   			-1.24   		   		
3063   			-1.47   		   		
3069   			-1.74   		   		
3075   			-1.51   		   		
3081   			-0.99   		   		
3086   			-0.64   		   		
3092   			-0.87   		   		
3098   			-0.08   		   		
