Timestamp;Force Z;Comments;
8366;2.81;;
8372;3.51;;
8378;3.91;;
8384;2.87;;
8389;4.26;;
8395;4.20;;
8401;3.10;;
8407;3.80;;
8412;3.22;;
8418;3.33;;
8424;3.54;;
8429;3.43;;
8435;4.75;;
8441;4.18;;
8447;4.52;;
8452;4.14;;
8458;4.31;;
8464;3.68;;
8470;3.04;;
8475;2.87;;
8481;3.91;;
8487;4.03;;
8492;3.33;;
8498;4.14;;
8504;3.68;;
8510;3.83;;
8515;4.35;;
8521;4.29;;
8527;4.75;;
8533;3.54;;
8538;4.49;;
8544;4.37;;
8550;4.08;;
8555;4.37;;
8561;5.24;;
8567;4.27;;
8573;3.93;;
8578;4.79;;
8584;3.98;;
8590;5.02;;
8596;4.27;;
8601;4.33;;
8607;4.27;;
8613;5.02;;
8618;4.27;;
8624;4.70;;
8630;4.70;;
8636;4.64;;
8641;5.04;;
8647;5.39;;
8653;5.08;;
8659;5.03;;
8664;5.54;;
8670;5.37;;
8676;6.12;;
8681;5.73;;
8687;5.50;;
8693;5.33;;
8699;5.85;;
8704;5.39;;
8710;5.91;;
8716;6.42;;
8722;5.91;;
8727;5.91;;
8733;5.56;;
8739;5.79;;
8744;6.65;;
8750;6.54;;
8756;6.31;;
8762;6.48;;
8767;6.21;;
8773;5.58;;
8779;5.18;;
8785;4.95;;
8790;6.50;;
8796;6.27;;
8802;5.87;;
8807;5.75;;
8813;5.75;;
8819;6.27;;
8825;6.85;;
8830;6.39;;
8836;6.16;;
8842;5.58;;
8848;6.21;;
8853;6.46;;
8859;6.92;;
8865;7.61;;
8870;7.09;;
8876;6.75;;
8882;7.25;;
8888;6.67;;
8893;6.73;;
8899;6.44;;
8905;5.01;;
8910;7.86;;
8916;7.92;;
8922;7.00;;
8928;7.86;;
8933;6.94;;
8939;8.03;;
8945;8.09;;
8951;7.52;;
8956;7.86;;
8962;7.92;;
8968;6.37;;
8973;7.80;;
8979;8.66;;
8985;8.55;;
8991;8.49;;
8996;8.64;;
9002;8.70;;
9008;8.87;;
9014;9.04;;
9019;8.81;;
9025;8.61;;
9031;9.06;;
9037;9.18;;
9042;8.38;;
9048;9.12;;
9054;8.34;;
9059;8.28;;
9065;8.86;;
9071;8.57;;
9077;8.51;;
9082;8.43;;
9088;8.61;;
9094;9.06;;
9100;9.75;;
9105;9.18;;
9111;8.57;;
9117;8.51;;
9122;9.37;;
9128;9.37;;
9134;9.43;;
9140;9.89;;
9145;10.46;;
9151;9.09;;
9157;7.25;;
9162;8.97;;
9168;8.86;;
9174;8.23;;
9180;8.00;;
9185;8.51;;
9191;8.80;;
9197;8.89;;
9203;8.32;;
9208;9.06;;
9214;9.58;;
9220;10.21;;
9225;10.46;;
9231;10.06;;
9237;10.12;;
9243;10.06;;
9248;10.23;;
9254;9.97;;
9260;9.85;;
9266;9.91;;
9271;9.97;;
9277;9.68;;
9283;10.08;;
9288;9.39;;
9294;9.85;;
9300;9.68;;
9306;9.39;;
9311;9.47;;
9317;9.64;;
9323;10.10;;
9329;10.04;;
9334;9.58;;
9340;8.89;;
9346;8.78;;
9351;8.72;;
9357;9.41;;
9363;9.47;;
9369;9.14;;
9374;9.66;;
9380;10.29;;
9386;9.43;;
9392;9.14;;
9397;9.66;;
9403;9.43;;
9409;9.72;;
9414;9.20;;
9420;9.37;;
9426;10.06;;
9432;9.37;;
9437;9.37;;
9443;10.06;;
9449;9.95;;
9455;10.35;;
9460;9.20;;
9466;10.35;;
9472;10.17;;
9477;9.66;;
9483;9.25;;
9489;9.02;;
9495;8.91;;
9500;9.71;;
9506;10.00;;
9512;10.63;;
9517;9.77;;
9523;9.77;;
9529;10.17;;
9535;9.31;;
9540;8.59;;
9546;10.65;;
9552;10.65;;
9558;10.42;;
9563;9.91;;
9569;10.31;;
9575;8.19;;
9580;9.74;;
9586;10.20;;
9592;9.39;;
9598;9.92;;
9603;9.24;;
9609;9.47;;
9615;9.41;;
9621;9.29;;
9626;8.74;;
9632;8.86;;
9638;9.20;;
9643;9.14;;
9649;9.09;;
9655;9.52;;
9661;9.75;;
9666;9.18;;
9672;9.81;;
9678;9.18;;
9684;8.78;;
9689;8.95;;
9695;9.58;;
9701;9.29;;
9706;8.84;;
9712;9.20;;
9718;10.00;;
9724;8.63;;
9729;9.54;;
9735;8.86;;
9741;9.37;;
9747;10.63;;
9752;9.77;;
9758;9.31;;
9764;9.43;;
9769;9.66;;
9775;10.17;;
9781;9.89;;
9787;10.12;;
9792;10.06;;
9798;9.89;;
9804;8.97;;
9810;9.37;;
9815;9.43;;
9821;9.09;;
9827;9.77;;
9832;10.52;;
9838;9.89;;
9844;10.80;;
9850;9.26;;
9855;9.75;;
9861;9.24;;
9867;9.41;;
9873;9.06;;
9878;10.55;;
9884;9.89;;
9890;9.37;;
9895;10.12;;
9901;9.14;;
9907;8.51;;
9913;8.51;;
9918;10.00;;
9924;9.14;;
9930;9.09;;
9936;9.89;;
9941;9.98;;
9947;9.12;;
9953;8.89;;
9958;8.78;;
9964;9.81;;
9970;9.52;;
9976;9.70;;
9981;9.18;;
9987;9.01;;
9993;9.75;;
9999;9.31;;
10004;9.49;;
10010;9.43;;
10016;8.80;;
10021;9.95;;
10027;9.12;;
10033;9.52;;
10039;9.47;;
10044;9.41;;
10050;9.18;;
10056;9.03;;
10062;8.40;;
10067;8.63;;
10073;9.43;;
10079;8.51;;
10084;8.89;;
10090;9.18;;
10096;8.55;;
10102;8.49;;
10107;8.55;;
10113;8.86;;
10119;8.51;;
10125;8.45;;
10130;9.54;;
10136;9.89;;
10142;9.29;;
10147;8.72;;
10153;8.89;;
10159;9.24;;
10165;8.95;;
10170;8.80;;
10176;8.91;;
10182;9.66;;
10188;8.68;;
10193;8.34;;
10199;9.41;;
10205;9.24;;
10210;10.10;;
10216;9.29;;
10222;9.52;;
10228;9.89;;
10233;9.83;;
10239;8.91;;
10245;8.57;;
10251;8.57;;
10256;9.52;;
10262;8.84;;
10268;9.18;;
10273;9.06;;
10279;9.12;;
10285;9.52;;
10291;9.47;;
10296;9.47;;
10302;9.24;;
10308;9.24;;
10314;8.95;;
10319;9.06;;
10325;8.78;;
10331;9.18;;
10336;10.21;;
10342;9.64;;
10348;9.29;;
10354;9.70;;
10359;9.98;;
10365;9.81;;
10371;8.86;;
10377;9.03;;
10382;8.97;;
10388;9.03;;
10394;9.31;;
10399;9.54;;
10405;9.43;;
10411;9.72;;
10417;9.89;;
10422;9.49;;
10428;9.89;;
10434;10.69;;
10440;10.17;;
10445;9.54;;
10451;9.83;;
10457;10.27;;
10462;10.33;;
10468;9.64;;
10474;9.92;;
10480;9.81;;
10485;9.43;;
10491;8.91;;
10497;10.00;;
10503;10.58;;
10508;9.54;;
10514;9.31;;
10520;9.26;;
10525;9.49;;
10531;9.60;;
10537;9.60;;
10543;9.03;;
10548;8.86;;
10554;9.37;;
10560;8.40;;
10565;9.37;;
10571;8.95;;
10577;8.84;;
10583;9.81;;
10588;9.75;;
10594;9.29;;
10600;9.18;;
10606;9.41;;
10611;9.52;;
10617;9.87;;
10623;8.61;;
10628;10.27;;
10634;10.27;;
10640;9.92;;
10646;10.15;;
10651;9.41;;
10657;10.00;;
10663;10.00;;
10669;9.20;;
10674;8.80;;
10680;10.00;;
10686;7.88;;
10691;9.89;;
10697;9.49;;
10703;9.14;;
10709;9.20;;
10714;8.15;;
10720;7.97;;
10726;8.20;;
10732;8.15;;
10737;8.15;;
10743;8.61;;
10749;6.77;;
10754;8.72;;
10760;8.38;;
10766;8.20;;
10772;8.17;;
10777;8.17;;
10783;8.91;;
10789;8.86;;
10795;9.09;;
10800;8.66;;
10806;9.24;;
10812;7.17;;
10817;8.89;;
10823;9.18;;
10829;8.32;;
10835;8.20;;
10840;8.61;;
10846;7.63;;
10852;8.78;;
10858;8.17;;
10863;9.03;;
10869;8.68;;
10875;7.31;;
10880;9.37;;
10886;9.16;;
10892;9.33;;
10898;9.62;;
10903;9.04;;
10909;8.87;;
10915;9.43;;
10921;9.95;;
10926;8.68;;
10932;8.68;;
10938;6.39;;
10943;8.20;;
10949;8.72;;
10955;8.95;;
10961;9.24;;
10966;8.78;;
10972;8.68;;
10978;9.43;;
10984;8.40;;
10989;8.74;;
10995;8.11;;
11001;6.41;;
11006;9.79;;
11012;10.48;;
11018;9.05;;
11024;9.39;;
11029;9.12;;
11035;9.58;;
11041;9.92;;
11047;9.92;;
11052;9.06;;
11058;8.26;;
11064;6.71;;
11069;8.43;;
11075;8.78;;
11081;9.58;;
11087;9.35;;
11092;9.12;;
11098;9.12;;
11104;10.04;;
11110;9.52;;
11115;8.95;;
11121;9.01;;
11127;6.94;;
11132;9.24;;
11138;9.01;;
11144;9.06;;
11150;9.52;;
11155;9.52;;
11161;9.41;;
11167;9.35;;
11173;9.22;;
11178;8.93;;
11184;10.25;;
11190;9.85;;
11195;10.02;;
11201;9.34;;
11207;9.91;;
11213;9.28;;
11218;8.76;;
11224;9.11;;
11230;9.14;;
11236;9.49;;
11241;9.77;;
11247;10.40;;
11253;10.40;;
11258;10.42;;
11264;9.62;;
11270;9.97;;
11276;10.25;;
11281;9.85;;
11287;10.04;;
11293;9.81;;
11299;9.06;;
11304;9.41;;
11310;9.24;;
11316;8.97;;
11321;9.49;;
11327;9.14;;
11333;9.14;;
11339;8.34;;
11344;9.49;;
11350;8.97;;
11356;8.97;;
11362;9.09;;
11367;9.03;;
11373;10.17;;
11379;9.20;;
11384;9.54;;
11390;9.20;;
11396;9.14;;
11402;8.66;;
11407;8.32;;
11413;9.41;;
11419;9.81;;
11425;9.24;;
11430;8.65;;
11436;10.20;;
11442;9.05;;
11447;9.85;;
11453;9.34;;
11459;9.05;;
11465;9.57;;
11470;10.14;;
11476;9.57;;
11482;9.45;;
11488;9.24;;
11493;9.75;;
11499;9.70;;
11505;9.58;;
11510;9.58;;
11516;9.95;;
11522;10.58;;
11528;9.31;;
11533;8.86;;
11539;9.14;;
11545;10.04;;
11551;9.12;;
11556;9.35;;
11562;10.15;;
11568;9.98;;
11573;10.17;;
11579;10.46;;
11585;9.95;;
11591;10.17;;
11596;10.23;;
11602;10.46;;
11608;9.83;;
11614;9.49;;
11619;8.91;;
11625;8.91;;
11631;8.84;;
11636;9.35;;
11642;9.18;;
11648;9.52;;
11654;9.41;;
11659;9.27;;
11665;9.67;;
11671;9.85;;
11677;9.16;;
11682;9.96;;
11688;9.85;;
11694;9.85;;
11699;9.79;;
11705;9.05;;
11711;9.79;;
11717;10.10;;
11722;9.41;;
11728;8.84;;
11734;9.52;;
11740;9.01;;
11745;8.57;;
11751;10.29;;
11757;10.35;;
11762;9.49;;
11768;9.77;;
11774;9.64;;
11780;9.98;;
11785;10.33;;
11791;9.24;;
11797;8.38;;
11802;9.85;;
11808;9.91;;
11814;10.37;;
11820;10.14;;
11825;10.48;;
11831;9.95;;
11837;9.77;;
11843;10.00;;
11848;10.06;;
11854;10.17;;
11860;8.74;;
11865;10.23;;
11871;9.77;;
11877;10.06;;
11883;10.06;;
11888;9.77;;
11894;10.52;;
11900;9.77;;
11906;9.66;;
11911;10.12;;
11917;9.98;;
11923;7.34;;
11928;8.95;;
11934;9.01;;
11940;9.12;;
11946;9.29;;
11951;9.70;;
11957;9.24;;
11963;10.50;;
11969;9.81;;
11974;9.26;;
11980;9.95;;
11986;9.77;;
11991;8.45;;
11997;10.23;;
12003;10.78;;
12009;9.70;;
12014;9.41;;
12020;9.41;;
12026;9.47;;
12032;9.66;;
12037;10.17;;
12043;9.95;;
12049;8.97;;
12054;10.06;;
12060;9.81;;
12066;10.55;;
12072;8.89;;
12077;10.27;;
12083;10.33;;
12089;9.81;;
12095;10.15;;
12100;9.92;;
12106;10.10;;
12112;10.10;;
12117;10.06;;
12123;9.89;;
12129;9.95;;
12135;9.26;;
12140;9.77;;
12146;9.41;;
12152;9.92;;
12158;10.04;;
12163;9.81;;
12169;8.84;;
12175;9.47;;
12180;9.24;;
12186;9.47;;
12192;8.55;;
12198;9.98;;
12203;10.14;;
12209;9.91;;
12215;9.45;;
12221;9.74;;
12226;9.39;;
12232;9.68;;
12238;10.02;;
12243;9.51;;
12249;9.39;;
12255;10.02;;
12261;10.31;;
12266;9.16;;
12272;10.94;;
12278;10.60;;
12284;10.37;;
12289;10.04;;
12295;9.87;;
12301;9.64;;
12306;9.98;;
12312;10.21;;
12318;9.89;;
12324;10.17;;
12329;10.17;;
12335;9.95;;
12341;10.23;;
12347;9.81;;
12352;9.52;;
12358;9.52;;
12364;9.87;;
12369;9.47;;
12375;9.98;;
12381;9.92;;
12387;10.21;;
12392;10.15;;
12398;9.87;;
12404;9.51;;
12410;10.60;;
12415;9.74;;
12421;10.60;;
12427;10.20;;
12432;10.14;;
12438;10.65;;
12444;10.71;;
12450;10.25;;
12455;10.14;;
12461;10.08;;
12467;10.42;;
12472;11.11;;
12478;10.48;;
12484;11.34;;
12490;11.03;;
12495;10.80;;
12501;9.77;;
12507;9.89;;
12513;9.20;;
12518;10.37;;
12524;10.54;;
12530;8.30;;
12535;9.74;;
12541;9.79;;
12547;10.38;;
12553;9.64;;
12558;9.81;;
12564;9.47;;
12570;10.15;;
12576;9.68;;
12581;9.74;;
12587;9.74;;
12593;9.05;;
12598;9.57;;
12604;9.66;;
12610;9.83;;
12616;10.12;;
12621;10.75;;
12627;10.58;;
12633;9.87;;
12639;10.04;;
12644;9.41;;
12650;9.92;;
12656;7.86;;
12661;8.55;;
12667;10.33;;
12673;9.75;;
12679;9.58;;
12684;9.64;;
12690;10.06;;
12696;9.66;;
12702;9.03;;
12707;9.31;;
12713;9.66;;
12719;8.23;;
12724;10.35;;
12730;9.54;;
12736;10.46;;
12742;9.95;;
12747;10.14;;
12753;10.37;;
12759;9.62;;
12765;9.74;;
12770;9.22;;
12776;9.29;;
12782;9.64;;
12787;8.66;;
12793;9.18;;
12799;9.98;;
12805;9.31;;
12810;9.14;;
12816;8.97;;
12822;9.49;;
12828;8.63;;
12833;9.14;;
12839;10.00;;
12845;9.72;;
12850;9.83;;
12856;9.37;;
12862;8.32;;
12868;8.03;;
12873;9.01;;
12879;8.78;;
12885;8.95;;
12891;9.29;;
12896;9.01;;
12902;8.66;;
12908;9.35;;
12913;9.47;;
12919;8.95;;
12925;8.89;;
12931;8.49;;
12936;8.20;;
12942;9.01;;
12948;8.84;;
12954;8.43;;
12959;9.41;;
12965;8.78;;
12971;8.43;;
12976;9.74;;
12982;9.22;;
12988;9.34;;
12994;9.16;;
12999;9.97;;
13005;9.41;;
13011;9.52;;
13017;9.75;;
13022;10.04;;
13028;9.01;;
13034;9.24;;
13039;9.18;;
13045;9.98;;
13051;9.81;;
13057;9.98;;
13062;9.98;;
13068;9.29;;
13074;9.70;;
13080;9.41;;
13085;9.47;;
13091;9.49;;
13097;8.63;;
13102;8.80;;
13108;8.68;;
13114;8.97;;
13120;9.64;;
13125;9.18;;
13131;9.06;;
13137;9.06;;
13143;8.66;;
13148;9.01;;
13154;8.95;;
13160;8.95;;
13165;9.24;;
13171;8.49;;
13177;9.54;;
13183;9.72;;
13188;10.35;;
13194;9.49;;
13200;9.95;;
13206;9.37;;
13211;9.66;;
13217;8.97;;
13223;9.37;;
13228;9.26;;
13234;9.45;;
13240;9.39;;
13246;9.51;;
13251;9.11;;
13257;9.28;;
13263;9.45;;
13269;9.05;;
13274;9.45;;
13280;9.85;;
13286;9.74;;
13291;9.72;;
13297;9.60;;
13303;9.54;;
13309;9.54;;
13314;9.54;;
13320;9.83;;
13326;9.49;;
13332;9.20;;
13337;8.74;;
13343;8.80;;
13349;8.74;;
13354;8.91;;
13360;9.72;;
13366;9.31;;
13372;8.97;;
13377;9.09;;
13383;10.17;;
13389;10.00;;
13395;9.89;;
13400;10.12;;
13406;9.89;;
13412;9.77;;
13417;8.86;;
13423;10.00;;
13429;9.20;;
13435;9.66;;
13440;10.12;;
13446;10.12;;
13452;9.49;;
13457;8.68;;
13463;9.34;;
13469;9.34;;
13475;8.71;;
13480;9.91;;
13486;8.99;;
13492;9.83;;
13498;8.57;;
13503;9.03;;
13509;9.26;;
13515;7.08;;
13520;9.41;;
13526;9.01;;
13532;9.06;;
13538;9.24;;
13543;9.01;;
13549;9.03;;
13555;9.14;;
13561;8.97;;
13566;8.80;;
13572;8.17;;
13578;7.40;;
13583;8.61;;
13589;8.49;;
13595;8.89;;
13601;8.89;;
13606;8.00;;
13612;9.14;;
13618;8.57;;
13624;9.77;;
13629;10.12;;
13635;9.60;;
13641;7.42;;
13646;9.03;;
13652;8.57;;
13658;8.17;;
13664;9.58;;
13669;8.89;;
13675;9.29;;
13681;9.18;;
13687;9.24;;
13692;9.01;;
13698;9.58;;
13704;7.63;;
13709;8.89;;
13715;8.89;;
13721;9.43;;
13727;9.43;;
13732;10.23;;
13738;10.46;;
13744;10.46;;
13750;9.95;;
13755;9.83;;
13761;10.17;;
13767;9.20;;
13772;9.20;;
13778;9.20;;
13784;9.37;;
13790;8.63;;
13795;9.49;;
13801;9.09;;
13807;8.40;;
13813;8.57;;
13818;8.80;;
13824;8.17;;
13830;9.26;;
13835;9.16;;
13841;9.22;;
13847;9.68;;
13853;8.82;;
13858;9.39;;
13864;9.47;;
13870;8.09;;
13876;8.09;;
13881;8.61;;
13887;9.12;;
13893;8.74;;
13898;8.74;;
13904;9.03;;
13910;8.28;;
13916;9.31;;
13921;9.01;;
13927;9.52;;
13933;8.55;;
13939;9.12;;
13944;10.15;;
13950;8.34;;
13956;9.89;;
13961;8.91;;
13967;8.51;;
13973;9.14;;
13979;9.20;;
13984;9.83;;
13990;9.77;;
13996;9.03;;
14002;8.68;;
14007;8.93;;
14013;9.51;;
14019;9.11;;
14024;9.22;;
14030;9.39;;
14036;8.34;;
14042;7.59;;
14047;8.28;;
14053;8.45;;
14059;9.31;;
14065;9.29;;
14070;9.12;;
14076;8.55;;
14082;8.55;;
14087;9.12;;
14093;8.74;;
14099;8.40;;
14105;8.57;;
14110;8.74;;
14116;8.97;;
14122;8.89;;
14128;9.24;;
14133;9.01;;
14139;9.24;;
14145;9.24;;
14150;8.84;;
14156;9.35;;
14162;8.84;;
14168;9.06;;
14173;8.78;;
14179;9.70;;
14185;9.75;;
14191;9.70;;
14196;8.84;;
14202;8.61;;
14208;9.09;;
14213;9.09;;
14219;8.51;;
14225;8.80;;
14231;8.97;;
14236;9.34;;
14242;9.74;;
14248;10.14;;
14254;9.34;;
14259;8.82;;
14265;8.93;;
14271;9.57;;
14276;8.99;;
14282;8.36;;
14288;8.65;;
14294;8.84;;
14299;8.89;;
14305;8.78;;
14311;6.54;;
14316;7.92;;
14322;8.74;;
14328;8.97;;
14334;8.80;;
14339;9.31;;
14345;9.77;;
14351;8.82;;
14357;9.34;;
14362;8.76;;
14368;8.82;;
14374;6.75;;
14379;8.78;;
14385;9.41;;
14391;9.58;;
14397;9.64;;
14402;9.70;;
14408;10.37;;
14414;10.02;;
14420;9.22;;
14425;9.16;;
14431;8.48;;
14437;8.02;;
14442;9.91;;
14448;9.11;;
14454;9.74;;
14460;10.08;;
14465;10.06;;
14471;9.89;;
14477;9.60;;
14483;9.49;;
14488;8.74;;
14494;9.09;;
14500;7.77;;
14505;9.72;;
14511;9.66;;
14517;9.14;;
14523;9.20;;
14528;9.14;;
14534;8.86;;
14540;9.31;;
14546;9.09;;
14551;8.97;;
14557;9.49;;
14563;7.88;;
14568;9.26;;
14574;9.49;;
14580;9.60;;
14586;10.35;;
14591;9.37;;
14597;9.14;;
14603;9.20;;
14609;9.06;;
14614;9.52;;
14620;8.95;;
14626;9.64;;
14631;9.81;;
14637;9.62;;
14643;9.67;;
14649;9.56;;
14654;9.10;;
14660;8.53;;
14666;9.33;;
14672;9.39;;
14677;9.62;;
14683;9.10;;
14689;9.10;;
14694;8.93;;
14700;8.65;;
14706;8.65;;
14712;8.65;;
14717;8.53;;
14723;8.68;;
14729;9.20;;
14735;9.54;;
14740;8.74;;
14746;8.40;;
14752;8.84;;
14757;8.95;;
14763;8.72;;
14769;8.15;;
14775;8.15;;
14780;8.66;;
14786;8.55;;
14792;9.47;;
14798;9.47;;
14803;9.41;;
14809;9.54;;
14815;8.91;;
14820;9.20;;
14826;10.17;;
14832;8.51;;
14838;8.95;;
14843;9.12;;
14849;9.06;;
14855;7.80;;
14861;8.32;;
14866;9.03;;
14872;9.09;;
14878;8.91;;
14883;8.57;;
14889;8.57;;
14895;8.84;;
14901;10.10;;
14906;8.49;;
14912;8.84;;
14918;8.55;;
14924;8.55;;
14929;8.95;;
14935;8.89;;
14941;9.58;;
14946;9.12;;
14952;9.29;;
14958;9.29;;
14964;9.29;;
14969;9.58;;
14975;9.12;;
14981;9.41;;
14987;9.75;;
14992;9.52;;
14998;8.03;;
15004;9.12;;
15009;8.76;;
15015;9.39;;
15021;9.34;;
15027;9.05;;
15032;9.22;;
15038;9.95;;
15044;10.12;;
15050;9.31;;
15055;9.89;;
15061;8.80;;
15067;9.03;;
15072;9.72;;
15078;8.23;;
15084;7.77;;
15090;8.74;;
15095;8.80;;
15101;9.72;;
15107;8.97;;
15113;9.60;;
15118;9.20;;
15124;9.06;;
15130;8.89;;
15135;9.52;;
15141;9.18;;
15147;8.84;;
15153;9.66;;
15158;8.97;;
15164;8.74;;
15170;8.63;;
15176;8.57;;
15181;8.88;;
15187;8.19;;
15193;9.05;;
15198;8.42;;
15204;9.39;;
15210;8.95;;
15216;9.24;;
15221;8.61;;
15227;9.18;;
15233;9.47;;
15238;8.57;;
15244;8.80;;
15250;9.09;;
15256;8.97;;
15261;8.97;;
15267;9.66;;
15273;9.43;;
15279;9.37;;
15284;9.77;;
15290;9.60;;
15296;7.88;;
15301;9.49;;
15307;9.77;;
15313;9.43;;
15319;9.49;;
15324;8.66;;
15330;8.49;;
15336;9.98;;
15342;9.35;;
15347;9.12;;
15353;9.49;;
15359;8.45;;
15364;9.37;;
15370;9.14;;
15376;8.91;;
15382;8.89;;
15387;8.89;;
15393;9.12;;
15399;9.47;;
15405;9.35;;
15410;8.97;;
15416;8.51;;
15422;8.80;;
15427;9.49;;
15433;9.31;;
15439;9.75;;
15445;9.41;;
15450;10.38;;
15456;9.58;;
15462;9.41;;
15468;9.58;;
15473;9.41;;
15479;10.10;;
15485;10.44;;
15490;10.15;;
15496;9.92;;
15502;9.35;;
15508;9.81;;
15513;9.81;;
15519;9.41;;
15525;9.09;;
15531;10.29;;
15536;10.17;;
15542;9.49;;
15548;10.23;;
15553;9.62;;
15559;9.67;;
15565;9.04;;
15571;9.73;;
15576;9.50;;
15582;10.67;;
15588;10.79;;
15594;9.64;;
15599;10.04;;
15605;10.27;;
15611;9.75;;
15616;10.73;;
15622;10.33;;
15628;10.33;;
15634;9.64;;
15639;9.47;;
15645;9.64;;
15651;10.21;;
15657;10.15;;
15662;9.52;;
15668;9.43;;
15674;8.91;;
15679;8.80;;
15685;8.80;;
15691;9.26;;
15697;9.16;;
15702;9.74;;
15708;9.97;;
15714;9.79;;
15720;10.02;;
15725;9.47;;
15731;9.58;;
15737;9.41;;
15742;10.21;;
15748;10.33;;
15754;9.39;;
15760;9.51;;
15765;10.31;;
15771;10.02;;
15777;9.74;;
15783;10.06;;
15788;9.49;;
15794;10.00;;
15800;9.20;;
15805;9.49;;
15811;9.31;;
15817;9.26;;
15823;8.97;;
15828;9.20;;
15834;8.86;;
15840;6.93;;
15845;9.34;;
15851;8.76;;
15857;9.39;;
15863;9.05;;
15868;9.64;;
15874;9.87;;
15880;9.64;;
15886;9.41;;
15891;9.01;;
15897;9.09;;
15903;7.82;;
15908;9.95;;
15914;9.37;;
15920;9.43;;
15926;10.02;;
15931;9.91;;
15937;8.99;;
15943;9.16;;
15949;9.85;;
15954;9.89;;
15960;10.17;;
15966;7.77;;
15971;9.89;;
15977;10.52;;
15983;10.42;;
15989;9.79;;
15994;9.39;;
16000;9.85;;
16006;9.22;;
16012;9.97;;
16017;9.68;;
16023;9.51;;
16029;9.68;;
16034;9.51;;
16040;9.87;;
16046;9.81;;
16052;9.87;;
16057;9.41;;
16063;9.87;;
16069;8.48;;
16075;9.97;;
16080;10.08;;
16086;9.74;;
16092;9.16;;
16097;9.52;;
16103;9.52;;
16109;9.52;;
16115;9.92;;
16120;9.64;;
16126;10.29;;
16132;10.63;;
16138;11.26;;
16143;10.80;;
16149;10.00;;
16155;9.87;;
16160;10.21;;
16166;9.06;;
16172;10.10;;
16178;10.61;;
16183;9.83;;
16189;10.17;;
16195;10.58;;
16201;9.43;;
16206;9.54;;
16212;10.10;;
16218;9.92;;
16223;10.15;;
16229;10.27;;
16235;10.15;;
16241;9.77;;
16246;9.77;;
16252;9.49;;
16258;9.37;;
16263;8.74;;
16269;8.91;;
16275;9.83;;
16281;9.20;;
16286;9.83;;
16292;9.83;;
16298;8.45;;
16304;9.20;;
16309;10.23;;
16315;9.37;;
16321;8.00;;
16326;10.38;;
16332;10.61;;
16338;9.98;;
16344;9.58;;
16349;9.58;;
16355;9.45;;
16361;10.31;;
16367;10.42;;
16372;10.08;;
16378;8.93;;
16384;6.83;;
16389;7.97;;
16395;8.09;;
16401;9.12;;
16407;8.49;;
16412;8.74;;
16418;8.17;;
16424;9.72;;
16430;9.60;;
16435;9.31;;
16441;9.58;;
16447;7.63;;
16452;9.24;;
16458;9.64;;
16464;10.04;;
16470;9.81;;
16475;9.35;;
16481;10.10;;
16487;10.55;;
16493;9.58;;
16498;9.39;;
16504;9.28;;
16510;9.85;;
16515;10.14;;
16521;11.11;;
16527;9.85;;
16533;10.08;;
16538;9.44;;
16544;9.44;;
16550;9.50;;
16556;9.64;;
16561;9.64;;
16567;9.18;;
16573;9.01;;
16578;8.95;;
16584;9.91;;
16590;9.79;;
16596;9.74;;
16601;9.68;;
16607;9.16;;
16613;8.66;;
16619;9.47;;
16624;9.06;;
16630;9.12;;
16636;9.47;;
16641;9.60;;
16647;9.95;;
16653;9.03;;
16659;9.31;;
16664;9.54;;
16670;9.26;;
16676;9.37;;
16682;9.31;;
16687;9.60;;
16693;10.23;;
16699;9.52;;
16704;9.01;;
16710;9.52;;
16716;9.06;;
16722;9.81;;
16727;10.50;;
16733;10.10;;
16739;9.47;;
16745;9.75;;
16750;9.92;;
16756;8.55;;
16762;9.53;;
16767;8.38;;
16773;8.78;;
16779;8.96;;
16785;9.52;;
16790;9.06;;
16796;9.35;;
16802;8.84;;
16808;9.41;;
16813;9.64;;
16819;10.10;;
16825;9.47;;
16830;9.81;;
16836;8.95;;
16842;8.86;;
16848;8.80;;
16853;9.37;;
16859;9.72;;
16865;9.43;;
16871;9.66;;
16876;9.37;;
16882;9.66;;
16888;10.12;;
16893;9.72;;
16899;9.79;;
16905;10.08;;
16911;9.74;;
16916;9.22;;
16922;9.97;;
16928;9.62;;
16934;8.59;;
16939;9.28;;
16945;9.16;;
16951;8.93;;
16956;10.40;;
16962;9.31;;
16968;10.35;;
16974;9.43;;
16979;9.20;;
16985;9.20;;
16991;8.91;;
16997;9.26;;
17002;8.28;;
17008;8.80;;
17014;8.42;;
17019;8.88;;
17025;9.11;;
17031;8.30;;
17037;8.82;;
17042;9.52;;
17048;9.92;;
17054;8.72;;
17060;9.64;;
17065;9.58;;
17071;9.47;;
17077;9.75;;
17082;9.41;;
17088;9.12;;
17094;9.01;;
17100;9.35;;
17105;9.64;;
17111;9.47;;
17117;8.38;;
17122;10.33;;
17128;10.38;;
17134;9.75;;
17140;10.21;;
17145;9.98;;
17151;10.21;;
17157;9.12;;
17163;9.81;;
17168;9.35;;
17174;9.06;;
17180;7.40;;
17185;10.52;;
17191;9.43;;
17197;10.29;;
17203;9.03;;
17208;8.40;;
17214;8.63;;
17220;8.80;;
17226;8.63;;
17231;8.97;;
17237;7.88;;
17243;6.73;;
17248;9.03;;
17254;8.51;;
