Timestamp		Force Z		Comments
0   			-0.35   		   		
5   			-0.93   		   		
11   			-0.29   		   		
17   			0.12   		   		
22   			0.12   		   		
28   			-0.06   		   		
34   			-0.23   		   		
40   			0.00   		   		
45   			-0.27   		   		
51   			0.19   		   		
57   			0.83   		   		
63   			1.06   		   		
68   			0.42   		   		
74   			-0.08   		   		
80   			0.39   		   		
85   			0.56   		   		
91   			0.16   		   		
97   			0.85   		   		
103   			1.06   		   		
108   			0.83   		   		
114   			0.13   		   		
120   			0.08   		   		
126   			-0.10   		   		
131   			0.64   		   		
137   			-0.29   		   		
143   			0.64   		   		
148   			-0.58   		   		
154   			0.35   		   		
160   			-0.13   		   		
166   			-0.54   		   		
171   			0.73   		   		
177   			-0.37   		   		
183   			-0.66   		   		
189   			0.10   		   		
194   			-0.08   		   		
200   			0.10   		   		
206   			-0.54   		   		
211   			-0.08   		   		
217   			0.26   		   		
223   			0.14   		   		
229   			-0.27   		   		
234   			-0.09   		   		
240   			-0.27   		   		
246   			-1.76   		   		
251   			-0.60   		   		
257   			-0.60   		   		
263   			0.33   		   		
269   			0.16   		   		
274   			0.21   		   		
280   			0.21   		   		
286   			0.10   		   		
292   			-0.71   		   		
297   			0.45   		   		
303   			-0.23   		   		
309   			-2.09   		   		
314   			-0.69   		   		
320   			-0.81   		   		
326   			-0.17   		   		
332   			-0.64   		   		
337   			-0.87   		   		
343   			0.41   		   		
349   			-0.17   		   		
355   			-0.87   		   		
360   			-1.14   		   		
366   			-0.16   		   		
372   			-0.50   		   		
377   			-0.10   		   		
383   			-0.16   		   		
389   			-0.66   		   		
395   			-0.13   		   		
400   			-0.13   		   		
406   			0.16   		   		
412   			-0.02   		   		
418   			0.25   		   		
423   			-0.16   		   		
429   			-0.45   		   		
435   			-0.10   		   		
440   			-0.10   		   		
446   			0.42   		   		
452   			-0.04   		   		
458   			0.48   		   		
463   			0.54   		   		
469   			-0.16   		   		
475   			-0.33   		   		
481   			-0.79   		   		
486   			-0.74   		   		
492   			-0.56   		   		
498   			0.83   		   		
503   			0.73   		   		
509   			0.33   		   		
515   			-0.54   		   		
521   			0.62   		   		
526   			0.50   		   		
532   			-0.46   		   		
538   			0.18   		   		
544   			0.06   		   		
549   			0.35   		   		
555   			0.47   		   		
561   			0.93   		   		
566   			0.76   		   		
572   			1.39   		   		
578   			0.64   		   		
584   			0.52   		   		
589   			0.19   		   		
595   			0.13   		   		
601   			-0.27   		   		
607   			-0.74   		   		
612   			-1.32   		   		
618   			-1.12   		   		
624   			-0.71   		   		
629   			-0.25   		   		
635   			-0.37   		   		
641   			-0.13   		   		
647   			-0.95   		   		
652   			-0.48   		   		
658   			-0.31   		   		
664   			0.33   		   		
670   			0.62   		   		
675   			0.33   		   		
681   			0.10   		   		
687   			-0.02   		   		
692   			0.33   		   		
698   			0.45   		   		
704   			-0.31   		   		
710   			-0.19   		   		
715   			-0.48   		   		
721   			0.45   		   		
727   			0.50   		   		
733   			0.56   		   		
738   			0.91   		   		
744   			1.60   		   		
750   			1.02   		   		
755   			1.14   		   		
761   			1.18   		   		
767   			1.29   		   		
773   			0.19   		   		
778   			1.35   		   		
784   			0.71   		   		
790   			0.21   		   		
796   			1.02   		   		
801   			1.55   		   		
807   			1.66   		   		
813   			1.02   		   		
818   			1.08   		   		
824   			1.78   		   		
830   			0.62   		   		
836   			0.16   		   		
841   			1.31   		   		
847   			0.99   		   		
853   			0.93   		   		
859   			0.99   		   		
864   			0.70   		   		
870   			1.45   		   		
876   			0.33   		   		
881   			0.68   		   		
887   			0.27   		   		
